data_adi,data_detay,original_week_period,original_date_text,date
Kırıkkale,105.13,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Kırklareli,467.74,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Kırşehir,167.05,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Kilis,70.03,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Kocaeli,282.04,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Konya,65.42,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Kütahya,166.29,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Malatya,32.62,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Manisa,179.23,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Mardin,12.28,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Mersin,283.13,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Muğla,57.96,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Muş,9.97,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Nevşehir,98.37,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Niğde,119.87,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Ordu,378.91,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Osmaniye,363.86,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Rize,198.34,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Sakarya,213.88,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Samsun,249.62,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Siirt,14.2,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Sinop,288.27,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Sivas,68.25,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Şanlıurfa,18.25,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Şırnak,10.97,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Tekirdağ,358.63,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Tokat,283.01,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Trabzon,303.98,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Tunceli,228.9,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Uşak,98.53,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Van,3.92,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Yalova,294.15,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Yozgat,76.12,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Zonguldak,209.06,04 - 10 Aralık 2021,10 Aralık 2021,2021-12-10
Adana,263.87,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Adıyaman,29.25,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Afyon,63.1,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Ağrı,7.47,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Aksaray,51.3,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Amasya,202.69,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Ankara,144.1,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Antalya,66.55,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Ardahan,40.56,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Artvin,241.89,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Aydın,59.07,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Balıkesir,257.92,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Bartın,135.19,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Batman,12.74,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Bayburt,13.43,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Bilecik,331.94,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Bingöl,20.23,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Bitlis,8.55,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Bolu,252.54,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Burdur,204.8,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Bursa,180.15,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Çanakkale,456.84,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Çankırı,104.97,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Çorum,198.82,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Denizli,223.65,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Diyarbakır,21.36,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Düzce,173.88,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Edirne,306.8,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Elazığ,39.97,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Erzincan,100.24,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Erzurum,23.47,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Eskişehir,358.79,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Gaziantep,26.13,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Giresun,278.57,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Gümüşhane,127.03,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Hakkari,2.5,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Hatay,223.4,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Iğdır,45.7,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Isparta,205.99,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
İstanbul,244.15,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
İzmir,67.97,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Kahramanmaraş,61.55,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Karabük,167.07,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Karaman,63.55,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Kars,19.65,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Kastamonu,181.47,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Kayseri,53.04,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Kırıkkale,78.94,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Kırklareli,445.63,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Kırşehir,117.68,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Kilis,48.32,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Kocaeli,256.6,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Konya,59.02,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Kütahya,143.23,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Malatya,16.13,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Manisa,158.35,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Mardin,10.18,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Mersin,276.07,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Muğla,58.16,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Muş,6.08,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Nevşehir,112.8,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Niğde,86.72,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Ordu,386.26,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Osmaniye,294.04,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Rize,254.1,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Sakarya,185.39,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Samsun,249.91,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Siirt,18.43,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Sinop,253.16,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Sivas,53.78,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Şanlıurfa,13.76,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Şırnak,6.69,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Tekirdağ,351.32,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Tokat,253.4,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Trabzon,326.15,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Tunceli,154.6,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Uşak,101.78,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Van,2.44,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Yalova,231.12,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Yozgat,69.67,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Zonguldak,190.97,11 - 17 Aralık 2021,17 Aralık 2021,2021-12-17
Adana,170.36,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Adıyaman,16.92,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Afyon,56.86,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Ağrı,6.16,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Aksaray,41.37,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Amasya,180.33,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Ankara,129.82,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Antalya,66.83,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Ardahan,29.12,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Artvin,225.37,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Aydın,59.42,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Balıkesir,245.27,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Bartın,110.56,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Batman,11.12,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Bayburt,21.98,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Bilecik,286.67,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Bingöl,36.55,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Bitlis,5.41,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Bolu,202.03,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Burdur,179.34,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Bursa,159.71,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Çanakkale,462.01,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Çankırı,85.75,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Çorum,151.47,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Denizli,224.8,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Diyarbakır,18.5,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Düzce,132.43,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Edirne,329.11,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Elazığ,33.0,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Erzincan,83.18,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Erzurum,14.51,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Eskişehir,427.42,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Gaziantep,17.13,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Giresun,247.15,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Gümüşhane,158.78,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Hakkari,3.92,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Hatay,144.46,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Iğdır,30.8,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Isparta,195.55,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
İstanbul,303.51,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
İzmir,68.54,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Kahramanmaraş,34.16,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Karabük,124.79,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Karaman,55.7,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Kars,8.77,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Kastamonu,133.64,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Kayseri,41.58,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Kırıkkale,62.07,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Kırklareli,468.85,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Kırşehir,82.29,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Kilis,31.51,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Kocaeli,245.94,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Konya,47.82,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Kütahya,137.16,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Malatya,10.92,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Manisa,140.49,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Mardin,7.84,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Mersin,221.81,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Muğla,58.85,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Muş,5.35,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Nevşehir,72.8,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Niğde,69.05,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Ordu,312.98,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Osmaniye,214.38,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Rize,232.32,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Sakarya,176.86,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Samsun,200.95,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Siirt,20.84,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Sinop,156.15,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Sivas,50.17,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Şanlıurfa,12.01,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Şırnak,6.69,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Tekirdağ,333.0,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Tokat,191.68,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Trabzon,237.1,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Tunceli,65.91,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Uşak,100.97,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Van,2.09,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Yalova,215.18,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Yozgat,48.68,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Zonguldak,138.02,18 - 24 Aralık 2021,24 Aralık 2021,2021-12-24
Adana,151.55,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Adıyaman,12.97,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Afyon,83.59,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Ağrı,2.99,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Aksaray,64.3,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Amasya,152.91,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Ankara,184.29,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Antalya,89.2,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Ardahan,20.8,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Artvin,200.59,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Aydın,207.67,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Balıkesir,316.78,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Bartın,136.2,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Batman,11.77,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Bayburt,25.64,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Bilecik,356.17,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Bingöl,89.79,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Bitlis,11.97,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Bolu,245.23,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Burdur,194.32,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Bursa,204.91,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Çanakkale,594.04,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Çankırı,82.11,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Çorum,138.83,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Denizli,266.02,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Diyarbakır,20.19,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Düzce,185.25,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Edirne,428.44,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Elazığ,33.0,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Erzincan,79.34,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Erzurum,28.75,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Eskişehir,825.92,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Gaziantep,15.04,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Giresun,274.78,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Gümüşhane,276.64,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Hakkari,3.56,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Hatay,109.86,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Iğdır,21.36,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Isparta,215.99,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
İstanbul,663.69,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
İzmir,323.3,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Kahramanmaraş,28.34,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Karabük,100.57,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Karaman,40.8,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Kars,16.14,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Kastamonu,144.0,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Kayseri,47.63,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Kırıkkale,63.51,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Kırklareli,590.21,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Kırşehir,90.52,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Kilis,32.92,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Kocaeli,339.42,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Konya,56.71,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Kütahya,167.51,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Malatya,16.62,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Manisa,182.47,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Mardin,10.06,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Mersin,202.97,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Muğla,188.25,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Muş,6.08,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Nevşehir,91.81,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Niğde,73.74,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Ordu,328.34,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Osmaniye,139.46,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Rize,231.15,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Sakarya,212.25,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Samsun,222.33,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Siirt,33.53,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Sinop,191.26,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Sivas,40.57,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Şanlıurfa,10.73,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Şırnak,6.69,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Tekirdağ,387.12,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Tokat,176.3,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Trabzon,299.3,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Tunceli,70.71,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Uşak,114.23,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Van,2.18,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Yalova,273.14,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Yozgat,67.05,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Zonguldak,164.07,25 - 31 Aralık 2021,31 Aralık 2021,2021-12-31
Adana,198.65,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Adıyaman,16.92,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Afyon,100.15,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Ağrı,12.33,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Aksaray,99.52,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Amasya,195.53,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Ankara,386.15,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Antalya,90.61,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Ardahan,19.76,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Artvin,212.98,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Aydın,354.84,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Balıkesir,437.8,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Bartın,218.62,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Batman,35.95,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Bayburt,48.83,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Bilecik,551.4,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Bingöl,705.9,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Bitlis,18.8,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Bolu,384.37,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Burdur,230.63,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Bursa,333.54,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Çanakkale,609.55,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Çankırı,96.66,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Çorum,175.43,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Denizli,294.26,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Diyarbakır,49.62,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Düzce,324.25,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Edirne,527.51,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Elazığ,68.37,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Erzincan,87.02,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Erzurum,84.53,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Eskişehir,1359.54,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Gaziantep,39.55,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Giresun,450.39,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Gümüşhane,532.1,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Hakkari,6.77,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Hatay,116.31,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Iğdır,41.73,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Isparta,208.49,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
İstanbul,1222.37,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
İzmir,574.85,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Kahramanmaraş,40.83,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Karabük,295.96,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Karaman,74.93,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Kars,26.32,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Kastamonu,190.77,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Kayseri,98.42,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Kırıkkale,122.71,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Kırklareli,843.43,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Kırşehir,139.89,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Kilis,42.02,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Kocaeli,511.65,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Konya,83.11,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Kütahya,226.12,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Malatya,25.68,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Manisa,278.23,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Mardin,21.64,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Mersin,233.79,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Muğla,605.33,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Muş,13.62,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Nevşehir,146.9,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Niğde,88.93,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Ordu,381.53,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Osmaniye,123.05,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Rize,378.38,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Sakarya,324.75,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
Samsun,283.39,01- 07 Ocak 2022,07 Ocak 2022,2022-01-07
